,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,file,a,a_tag,X,X_tag,b,b_tag,grammar category,grammar cateogry,encode_cat,encode_pos,name,encoded_case,aXb,pred_y,pred_y_aXb,fold,correctaXb,correctaX+Xb,pred_y_aX_Xb,aXb_correct,aX_Xb_correct
1632,3187,58552,58552,58552,Anne/020301.xml,that,comp,his,det:poss,Mummy,n:prop,unknown,DET,4,25,Anne,0,that_Mummy,0,0,0,0,0,0,1,1
5841,17706,194949,194949,98026,Aran/020517.xml,asked,v,her,pro:obj,E,/e,unknown,NOUN,6,72,Aran,1,asked_E,1,0,0,0,0,1,0,1
4329,11638,220,220,220,Anne/011007.xml,that's,pro:dem~cop,my,det:poss,cake,n,unknown,DET,4,25,Anne,0,that's_cake,0,0,0,0,0,0,1,1
1306,2363,328284,328284,43168,Nina/020305.xml,read,v,me,pro:obj,the,det:art,unknown,NOUN,6,72,Nina,1,read_the,1,0,0,0,0,1,0,1
1294,2334,243698,243698,35971,Eve/020200a.xml,show,v,him,pro:obj,what,pro:int,unknown,NOUN,6,72,Eve,1,show_what,1,0,0,0,0,1,0,1
1365,2522,168143,168143,71220,Aran/020413.xml,builds,v,his,det:poss,bridges,n,unknown,DET,4,25,Aran,0,builds_bridges,0,0,0,0,0,0,1,1
5004,14203,71278,71278,71278,Anne/020400.xml,but,conj,they,pro:sub,can't,mod~neg,unknown,NOUN,6,84,Anne,2,but_can't,2,0,0,0,0,2,0,1
3021,7142,275585,275585,22275,Naomi/020107.xml,sometimes,adv,we,pro:sub,just,adv,unknown,NOUN,6,84,Naomi,2,sometimes_just,2,2,0,1,0,2,1,1
2233,4805,176672,176672,79749,Aran/020420.xml,let,v,him,pro:obj,stand,v,unknown,NOUN,6,72,Aran,1,let_stand,1,2,0,0,0,1,0,1
5586,16623,173987,173987,77064,Aran/020420.xml,fail,v,me,pro:obj,Aran,n:prop,unknown,NOUN,6,72,Aran,1,fail_Aran,1,0,0,0,0,1,0,1
265,326,340762,340762,55646,Nina/020328.xml,in,prep,them,pro:obj,E,/e,unknown,NOUN,6,72,Nina,1,in_E,1,0,0,0,0,1,0,1
2169,4638,164042,164042,67119,Aran/020315.xml,think,v,they,pro:sub,prefer,v,unknown,NOUN,6,84,Aran,2,think_prefer,0,0,0,2,2,0,0,0
967,1633,174425,174425,77502,Aran/020420.xml,let,v,me,pro:obj,get,v,unknown,NOUN,6,72,Aran,1,let_get,1,0,0,0,0,1,0,1
1616,3152,61220,61220,61220,Anne/020301.xml,parks,v,his,det:poss,car,n,unknown,DET,4,25,Anne,0,parks_car,0,0,0,0,0,0,1,1
7020,23132,3590,3590,3590,Anne/011021.xml,think,v,your,det:poss,baby,n,unknown,DET,4,25,Anne,0,think_baby,0,0,0,0,0,0,1,1
4691,13071,322348,322348,37232,Nina/020212.xml,S,/s,your,det:poss,nose,n,unknown,DET,4,25,Nina,0,S_nose,0,2,0,0,0,0,0,1
548,820,335437,335437,50321,Nina/020318.xml,here's,pro:exist~cop,his,det:poss,collar,n,unknown,DET,4,25,Nina,0,here's_collar,0,2,0,0,0,0,0,1
2602,5874,307953,307953,22837,Nina/020115.xml,she,pro:sub,your,det:poss,best,adj,unknown,DET,4,25,Nina,0,she_best,0,0,0,0,0,0,1,1
3252,7900,281524,281524,28214,Naomi/020405.xml,are,cop,they,pro:sub,hugging,part,unknown,NOUN,6,84,Naomi,2,are_hugging,2,0,0,0,0,2,0,1
2776,6443,226982,226982,19255,Eve/011000a.xml,fix,v,your,det:poss,chair,n,unknown,DET,4,25,Eve,0,fix_chair,0,0,0,0,0,0,1,1
5186,14933,32218,32218,32218,Anne/020029.xml,stick,v,them,pro:obj,in,prep,unknown,NOUN,6,72,Anne,1,stick_in,1,0,0,0,0,1,0,1
3792,9599,252070,252070,44343,Eve/020300b.xml,teething,part,I,pro:sub,think,v,unknown,NOUN,6,84,Eve,2,teething_think,2,0,0,1,0,2,0,1
7145,23772,152763,152763,55840,Aran/020225.xml,S,/s,your,det:poss,hand's,n~cop,unknown,DET,4,25,Aran,0,S_hand's,0,0,0,0,0,0,1,1
6214,19375,263463,263463,10153,Naomi/011018.xml,turn,v,him,pro:obj,around,adv,unknown,NOUN,6,72,Naomi,1,turn_around,1,0,0,0,0,0,0,0
636,989,29765,29765,29765,Anne/020017.xml,put,v,your,det:poss,hat,n,unknown,DET,4,25,Anne,0,put_hat,0,0,0,0,0,0,1,1
5381,15700,371978,371978,86862,Nina/020528.xml,wash,v,her,pro:obj,well,adv,unknown,NOUN,6,72,Nina,1,wash_well,1,0,0,0,0,0,0,0
2938,6909,375254,375254,701,Peter/010908.xml,can,mod,we,pro:sub,fix,v,unknown,NOUN,6,84,Peter,2,can_fix,2,0,0,0,0,2,0,1
3272,7963,56181,56181,56181,Anne/020212.xml,it,pro:per,your,det:poss,toe,n,unknown,DET,4,25,Anne,0,it_toe,0,0,0,0,0,0,1,1
4837,13605,293880,293880,8764,Nina/011129.xml,inside,prep,his,det:poss,cage,n,unknown,DET,4,25,Nina,0,inside_cage,0,0,0,0,0,0,1,1
1765,3573,176491,176491,79568,Aran/020420.xml,stop,v,them,pro:obj,all,post,unknown,NOUN,6,72,Aran,1,stop_all,1,0,0,0,0,1,0,1
1740,3510,223433,223433,15706,Eve/010900c.xml,where's,pro:int~cop,his,det:poss,spoon,n,unknown,DET,4,25,Eve,0,where's_spoon,0,0,0,0,0,0,1,1
3845,9786,367879,367879,82763,Nina/020527.xml,wrap,v,her,pro:obj,present,adv,unknown,NOUN,6,72,Nina,1,wrap_present,0,0,0,0,1,0,0,0
1012,1720,159936,159936,63013,Aran/020302.xml,dolly,n,she,pro:sub,is,cop,unknown,NOUN,6,84,Aran,2,dolly_is,2,0,0,2,0,2,0,1
5908,17981,162735,162735,65812,Aran/020315.xml,took,v,me,pro:obj,hours,n,unknown,NOUN,6,72,Aran,1,took_hours,1,0,0,0,0,0,0,0
2533,5690,66573,66573,66573,Anne/020328.xml,want,v,her,det:poss,brush,n,unknown,DET,4,25,Anne,0,want_brush,0,0,0,0,0,0,1,1
4008,10397,66476,66476,66476,Anne/020328.xml,in,prep,your,det:poss,glasses,n,unknown,DET,4,25,Anne,0,in_glasses,0,0,0,0,0,0,1,1
300,380,311116,311116,26000,Nina/020122.xml,S,/s,I,pro:sub,took,v,unknown,NOUN,6,84,Nina,2,S_took,2,0,0,0,0,2,0,1
5484,16166,207305,207305,110382,Aran/020610.xml,how,pro:int,they,pro:sub,go,v,unknown,NOUN,6,84,Aran,2,how_go,2,0,0,0,0,2,0,1
6084,18852,6808,6808,6808,Anne/011104.xml,S,/s,they,pro:sub,recommend,v,unknown,NOUN,6,84,Anne,2,S_recommend,2,2,0,0,0,2,1,1
3682,9276,43217,43217,43217,Anne/020120.xml,there's,pro:exist~cop,your,det:poss,sweet,n,unknown,DET,4,25,Anne,0,there's_sweet,0,0,0,0,0,0,1,1
1628,3172,86687,86687,86687,Anne/020504.xml,and,coord,his,det:poss,name,n,unknown,DET,4,25,Anne,0,and_name,0,0,0,0,0,0,1,1
3758,9500,33331,33331,33331,Anne/020029.xml,S,/s,she,pro:sub,weed,v,unknown,NOUN,6,84,Anne,2,S_weed,2,0,0,1,0,2,0,1
3402,8381,310219,310219,25103,Nina/020122.xml,help,v,me,pro:obj,pick,v,unknown,NOUN,6,72,Nina,1,help_pick,1,0,0,0,0,1,0,1
3816,9695,107387,107387,10464,Aran/020002.xml,didn't,mod~neg,we,pro:sub,playing,part,unknown,NOUN,6,84,Aran,2,didn't_playing,2,0,0,1,0,2,0,1
3883,9932,374961,374961,408,Peter/010908.xml,S,/s,he,pro:sub,talks,v,unknown,NOUN,6,84,Peter,2,S_talks,2,0,0,1,0,2,0,1
7112,23604,320238,320238,35122,Nina/020212.xml,here,adv,I,pro:sub,guess,v,unknown,NOUN,6,84,Nina,2,here_guess,2,0,0,0,0,2,0,1
7025,23151,372880,372880,87764,Nina/020528.xml,throw,v,my,det:poss,watch,n,unknown,DET,4,25,Nina,0,throw_watch,0,0,0,0,0,1,1,0
4412,11983,331922,331922,46806,Nina/020314.xml,turning,part,her,det:poss,arms,n,unknown,DET,4,25,Nina,0,turning_arms,2,2,0,0,-2,0,0,1
6264,19614,91342,91342,91342,Anne/020525.xml,now,adv,he,pro:sub,will,mod,unknown,NOUN,6,84,Anne,2,now_will,2,0,0,2,0,2,0,1
5143,14768,358134,358134,73018,Nina/020525.xml,shall,mod,we,pro:sub,lick,v,unknown,NOUN,6,84,Nina,2,shall_lick,2,0,0,1,0,2,0,1
6791,22057,24075,24075,24075,Anne/020015.xml,tell,v,him,pro:obj,you've,pro:per~aux,unknown,NOUN,6,72,Anne,1,tell_you've,1,0,0,1,0,1,0,1
5787,17448,376816,376816,2263,Peter/020100.xml,telling,part,him,pro:obj,not,neg,unknown,NOUN,6,72,Peter,1,telling_not,1,0,0,0,0,1,0,1
3368,8257,368149,368149,83033,Nina/020527.xml,are,cop,we,pro:sub,singing,part,unknown,NOUN,6,84,Nina,2,are_singing,2,0,0,0,0,2,0,1
4843,13621,259681,259681,6371,Naomi/011010a.xml,take,v,your,det:poss,bib,n,unknown,DET,4,25,Naomi,0,take_bib,0,2,0,0,0,0,0,1
3371,8268,355506,355506,70390,Nina/020524.xml,all,qn,your,det:poss,fingernails,n,unknown,DET,4,25,Nina,0,all_fingernails,0,0,0,0,0,0,1,1
3547,8821,116482,116482,19559,Aran/020009.xml,what's,pro:int~cop,your,det:poss,dog,n,unknown,DET,4,25,Aran,0,what's_dog,0,0,0,0,0,0,1,1
5125,14722,143069,143069,46146,Aran/020211.xml,would,mod,I,pro:sub,wanna,v~inf,unknown,NOUN,6,84,Aran,2,would_wanna,2,2,0,2,0,2,1,1
4423,12026,369964,369964,84848,Nina/020528.xml,shall,mod,we,pro:sub,cook,v,unknown,NOUN,6,84,Nina,2,shall_cook,2,0,0,1,0,2,0,1
2286,4967,376053,376053,1500,Peter/011117.xml,when,conj,they,pro:sub,come,v,unknown,NOUN,6,84,Peter,2,when_come,2,0,0,0,0,2,0,1
5248,15189,305872,305872,20756,Nina/020115.xml,in,prep,your,det:poss,carriage,n,unknown,DET,4,25,Nina,0,in_carriage,0,0,0,0,0,0,1,1
3178,7652,223946,223946,16219,Eve/010900c.xml,am,cop,I,pro:sub,changing,part,unknown,NOUN,6,84,Eve,2,am_changing,2,0,0,0,0,2,0,1
730,1148,184148,184148,87225,Aran/020427.xml,are,cop,we,pro:sub,playing,part,unknown,NOUN,6,84,Aran,2,are_playing,2,0,0,0,0,2,0,1
4578,12672,133798,133798,36875,Aran/020128.xml,that,comp,your,det:poss,hat,n,unknown,DET,4,25,Aran,0,that_hat,0,0,0,0,0,0,1,1
1918,3966,319314,319314,34198,Nina/020212.xml,said,v,we,pro:sub,could,mod,unknown,NOUN,6,84,Nina,2,said_could,2,0,0,0,0,2,0,1
674,1051,56844,56844,56844,Anne/020212.xml,for,prep,our,det:poss,tea,n,unknown,DET,4,25,Anne,0,for_tea,0,0,0,0,0,0,1,1
5075,14506,36800,36800,36800,Anne/020108.xml,yeah,co,I,pro:sub,bet,v,unknown,NOUN,6,84,Anne,2,yeah_bet,2,0,0,1,0,2,0,1
5767,17356,106181,106181,9258,Aran/011126.xml,need,v,your,det:poss,bang,n,unknown,DET,4,25,Aran,0,need_bang,0,0,0,0,0,0,1,1
589,894,191799,191799,94876,Aran/020517.xml,is,cop,she,pro:sub,pleased,v,unknown,NOUN,6,84,Aran,2,is_pleased,2,0,0,2,0,2,0,1
442,619,66153,66153,66153,Anne/020320.xml,love,v,me,pro:obj,anymore,adv,unknown,NOUN,6,72,Anne,1,love_anymore,1,2,0,1,0,1,0,1
4278,11474,234972,234972,27245,Eve/020000b.xml,fix,v,your,det:poss,chin,n,unknown,DET,4,25,Eve,0,fix_chin,0,0,0,0,0,0,1,1
868,1430,21814,21814,21814,Anne/011120.xml,what,pro:int,he,pro:sub,can,mod,unknown,NOUN,6,84,Anne,2,what_can,2,2,0,0,0,2,1,1
1128,1977,49615,49615,49615,Anne/020122.xml,are,cop,your,det:poss,ears,n,unknown,DET,4,25,Anne,0,are_ears,0,0,0,0,0,2,1,0
3789,9596,251887,251887,44160,Eve/020300b.xml,see,co,my,det:poss,leg,n,unknown,DET,4,25,Eve,0,see_leg,0,2,0,-1,0,0,0,1
5,5,331288,331288,46172,Nina/020314.xml,so,co,we,pro:sub,have,v,unknown,NOUN,6,84,Nina,2,so_have,2,0,0,2,0,2,0,1
5982,18365,115144,115144,18221,Aran/020009.xml,and,coord,he,pro:sub,drives,v,unknown,NOUN,6,84,Aran,2,and_drives,2,0,0,0,0,2,0,1
3894,9988,320917,320917,35801,Nina/020212.xml,everybody,pro:indef,she,pro:sub,says,v,unknown,NOUN,6,84,Nina,2,everybody_says,2,0,0,0,0,2,0,1
4766,13352,216998,216998,9271,Eve/010700b.xml,with,prep,them,pro:obj,but,conj,unknown,NOUN,6,72,Eve,1,with_but,1,0,0,0,0,1,0,1
5619,16745,58244,58244,58244,Anne/020212.xml,do,mod,they,pro:sub,really,adv,unknown,NOUN,6,84,Anne,2,do_really,2,0,0,0,0,2,0,1
733,1152,313682,313682,28566,Nina/020129.xml,does,mod,his,det:poss,neck,n,unknown,DET,4,25,Nina,0,does_neck,0,0,0,0,0,0,1,1
425,593,373269,373269,88153,Nina/020528.xml,are,cop,they,pro:sub,laughing,part,unknown,NOUN,6,84,Nina,2,are_laughing,2,0,0,2,0,2,0,1
2405,5314,276307,276307,22997,Naomi/020117.xml,ask,v,them,pro:obj,ask,v,unknown,NOUN,6,72,Naomi,1,ask_ask,1,0,0,0,0,0,0,0
4200,11170,167263,167263,70340,Aran/020413.xml,should,mod,we,pro:sub,have,v,unknown,NOUN,6,84,Aran,2,should_have,2,0,0,0,0,2,0,1
6324,19878,129071,129071,32148,Aran/020121.xml,that,comp,its,det:poss,blanket,n,unknown,DET,4,25,Aran,0,that_blanket,0,0,0,0,0,0,1,1
2150,4598,118992,118992,22069,Aran/020100.xml,will,mod,we,pro:sub,ever,adv,unknown,NOUN,6,84,Aran,2,will_ever,2,0,0,2,0,2,0,1
5935,18115,307943,307943,22827,Nina/020115.xml,is,cop,her,det:poss,best,adj,unknown,DET,4,25,Nina,0,is_best,0,0,0,0,0,0,1,1
3826,9733,384497,384497,9944,Peter/020522.xml,remember,v,he,pro:sub,stuck,v,unknown,NOUN,6,84,Peter,2,remember_stuck,2,0,0,1,0,2,0,1
348,449,343999,343999,58883,Nina/020406.xml,there's,pro:exist~cop,your,det:poss,watch,n,unknown,DET,4,25,Nina,0,there's_watch,0,0,0,0,0,0,1,1
4912,13862,319382,319382,34266,Nina/020212.xml,put,v,them,pro:obj,sleeping,part,unknown,NOUN,6,72,Nina,1,put_sleeping,1,0,0,0,0,1,0,1
6964,22893,116645,116645,19722,Aran/020009.xml,kiss,v,your,det:poss,doggie,n,unknown,DET,4,25,Aran,0,kiss_doggie,0,0,0,0,0,0,1,1
4451,12138,258453,258453,5143,Naomi/011003.xml,get,v,his,det:poss,hands,n,unknown,DET,4,25,Naomi,0,get_hands,1,0,0,0,-1,0,1,1
1847,3790,222941,222941,15214,Eve/010900b.xml,too,adv,I,pro:sub,think,v,unknown,NOUN,6,84,Eve,2,too_think,2,0,0,0,0,2,0,1
2768,6417,340213,340213,55097,Nina/020328.xml,over,prep,my,det:poss,feet,n,unknown,DET,4,25,Nina,0,over_feet,0,2,0,0,0,0,0,1
7302,24603,257530,257530,4220,Naomi/010806.xml,funny,adj,she,pro:sub,seems,cop,unknown,NOUN,6,84,Naomi,2,funny_seems,2,0,0,2,0,2,0,1
507,754,33291,33291,33291,Anne/020029.xml,S,/s,your,det:poss,cover's,n~cop,unknown,DET,4,25,Anne,0,S_cover's,0,0,0,0,0,2,1,0
2815,6550,370405,370405,85289,Nina/020528.xml,if,conj,she,pro:sub,has,v,unknown,NOUN,6,84,Nina,2,if_has,2,2,0,0,0,2,1,1
5887,17934,314557,314557,29441,Nina/020129.xml,yeah,co,I,pro:sub,got,v,unknown,NOUN,6,84,Nina,2,yeah_got,2,2,0,0,0,2,1,1
6492,20641,203517,203517,106594,Aran/020610.xml,show,v,me,pro:obj,this,det:dem,unknown,NOUN,6,72,Aran,1,show_this,1,2,0,0,0,1,0,1
2845,6623,215680,215680,7953,Eve/010700b.xml,with,prep,my,det:poss,shoe,n,unknown,DET,4,25,Eve,0,with_shoe,0,0,0,0,0,0,1,1
964,1629,304321,304321,19205,Nina/020106.xml,and,coord,your,det:poss,shoes,n,unknown,DET,4,25,Nina,0,and_shoes,0,0,0,0,0,0,1,1
663,1032,300751,300751,15635,Nina/020024.xml,gave,v,him,pro:obj,to,prep,unknown,NOUN,6,72,Nina,1,gave_to,1,0,0,0,0,1,0,1
6331,19927,13019,13019,13019,Anne/011106.xml,with,prep,my,det:poss,dinner,n,unknown,DET,4,25,Anne,0,with_dinner,0,0,0,0,0,0,1,1
761,1202,89502,89502,89502,Anne/020525.xml,on,prep,her,det:poss,trousers,n,unknown,DET,4,25,Anne,0,on_trousers,0,0,0,0,0,0,1,1
3177,7647,79655,79655,79655,Anne/020414.xml,can,mod,we,pro:sub,pretend,v,unknown,NOUN,6,84,Anne,2,can_pretend,2,0,0,0,0,2,0,1
5452,16011,369114,369114,83998,Nina/020527.xml,me,pro:obj,your,det:poss,new,adj,unknown,DET,4,25,Nina,0,me_new,0,0,0,0,0,0,1,1
6408,20270,163743,163743,66820,Aran/020315.xml,there's,pro:exist~cop,your,det:poss,cake,n,unknown,DET,4,25,Aran,0,there's_cake,0,0,0,0,0,0,1,1
6557,20967,281975,281975,28665,Naomi/020416.xml,make,v,your,det:poss,shoe,n,unknown,DET,4,25,Naomi,0,make_shoe,0,0,0,0,0,0,1,1
5858,17782,258971,258971,5661,Naomi/011003.xml,S,/s,I,pro:sub,gotcha,v:per,unknown,NOUN,6,84,Naomi,2,S_gotcha,2,0,0,0,0,0,0,0
76,83,379072,379072,4519,Peter/020324.xml,bend,v,she,pro:sub,can't,mod~neg,unknown,NOUN,6,84,Peter,2,bend_can't,2,0,0,2,0,2,0,1
5548,16469,317939,317939,32823,Nina/020206.xml,carrying,part,him,pro:obj,E,/e,unknown,NOUN,6,72,Nina,1,carrying_E,1,2,0,0,0,1,0,1
1084,1889,40450,40450,40450,Anne/020108.xml,tell,v,me,pro:obj,what,pro:int,unknown,NOUN,6,72,Anne,1,tell_what,1,0,0,0,0,1,0,1
6197,19314,206538,206538,109615,Aran/020610.xml,at,prep,your,det:poss,farm,n,unknown,DET,4,25,Aran,0,at_farm,0,0,0,0,0,0,1,1
4463,12179,299411,299411,14295,Nina/020010.xml,is,cop,your,det:poss,sock,n,unknown,DET,4,25,Nina,0,is_sock,0,0,0,0,0,0,1,1
7154,23816,384229,384229,9676,Peter/020522.xml,holds,v,his,det:poss,shoes,n,unknown,DET,4,25,Peter,0,holds_shoes,0,0,0,0,0,0,1,1
3959,10216,360770,360770,75654,Nina/020525.xml,cause,n,they,pro:sub,love,v,unknown,NOUN,6,84,Nina,2,cause_love,2,0,0,0,0,2,0,1
5836,17686,74006,74006,74006,Anne/020400.xml,see,v,your,det:poss,Santa,n:prop,unknown,DET,4,25,Anne,0,see_Santa,0,0,0,0,0,0,1,1
5108,14673,150613,150613,53690,Aran/020225.xml,and,coord,her,det:poss,fingers,n,unknown,DET,4,25,Aran,0,and_fingers,0,2,0,-1,0,0,0,1
1653,3240,352917,352917,67801,Nina/020426.xml,under,adv,his,det:poss,head,n,unknown,DET,4,25,Nina,0,under_head,0,2,0,0,0,0,0,1
7352,24881,362531,362531,77415,Nina/020526.xml,and,coord,her,det:poss,daughter,n,unknown,DET,4,25,Nina,0,and_daughter,0,0,0,0,0,0,1,1
2219,4768,197830,197830,100907,Aran/020524.xml,of,prep,them,pro:obj,parked,v,unknown,NOUN,6,72,Aran,1,of_parked,2,0,0,1,-1,1,0,1
6353,20027,273114,273114,19804,Naomi/020018.xml,fooing,chi,your,det:poss,chair,n,unknown,DET,4,25,Naomi,0,fooing_chair,0,2,0,0,0,0,0,1
7035,23212,258825,258825,5515,Naomi/011003.xml,off,prep,we,pro:sub,could,mod,unknown,NOUN,6,84,Naomi,2,off_could,2,0,0,0,0,2,0,1
1422,2656,166224,166224,69301,Aran/020315.xml,out,adv,we,pro:sub,won't,mod~neg,unknown,NOUN,6,84,Aran,2,out_won't,2,0,0,0,0,2,0,1
6046,18703,142581,142581,45658,Aran/020211.xml,in,prep,our,det:poss,farmyards,n,unknown,DET,4,25,Aran,0,in_farmyards,0,0,0,0,0,0,1,1
5493,16195,316955,316955,31839,Nina/020206.xml,am,cop,I,pro:sub,building,n,unknown,NOUN,6,84,Nina,2,am_building,2,0,0,0,0,2,0,1
760,1199,366277,366277,81161,Nina/020527.xml,tell,v,me,pro:obj,what's,pro:int~cop,unknown,NOUN,6,72,Nina,1,tell_what's,1,0,0,0,0,1,0,1
2449,5464,360772,360772,75656,Nina/020525.xml,love,v,him,pro:obj,E,/e,unknown,NOUN,6,72,Nina,1,love_E,1,0,0,0,0,1,0,1
5513,16292,383740,383740,9187,Peter/020503.xml,me,pro:obj,your,det:poss,plate,n,unknown,DET,4,25,Peter,0,me_plate,0,0,0,0,0,0,1,1
263,323,154265,154265,57342,Aran/020225.xml,for,prep,your,det:poss,arms,n,unknown,DET,4,25,Aran,0,for_arms,0,0,0,0,0,1,1,0
5392,15751,230061,230061,22334,Eve/011100a.xml,don't,mod~neg,we,pro:sub,put,part,unknown,NOUN,6,84,Eve,2,don't_put,2,0,0,0,0,2,0,1
3274,7969,91121,91121,91121,Anne/020525.xml,up,adv,your,det:poss,own,adj,unknown,DET,4,25,Anne,0,up_own,0,0,0,0,0,0,1,1
4470,12210,11712,11712,11712,Anne/011106.xml,shall,mod,we,pro:sub,choose,v,unknown,NOUN,6,84,Anne,2,shall_choose,2,0,0,0,0,2,0,1
6463,20522,323633,323633,38517,Nina/020228.xml,read,v,me,pro:obj,my,det:poss,unknown,NOUN,6,72,Nina,1,read_my,1,0,0,0,0,1,0,1
1987,4129,87564,87564,87564,Anne/020504.xml,S,/s,your,det:poss,baby,n,unknown,DET,4,25,Anne,0,S_baby,0,0,0,0,0,0,1,1
4527,12424,282196,282196,28886,Naomi/020430.xml,take,v,your,det:poss,medicine,n,unknown,DET,4,25,Naomi,0,take_medicine,0,0,0,0,0,0,1,1
2172,4644,154110,154110,57187,Aran/020225.xml,cold,adv,he,pro:sub,can,mod,unknown,NOUN,6,84,Aran,2,cold_can,2,0,0,2,0,2,0,1
6370,20119,239953,239953,32226,Eve/020100b.xml,no,co,he,pro:sub,made,v,unknown,NOUN,6,84,Eve,2,no_made,2,0,0,0,0,2,0,1
5777,17407,192536,192536,95613,Aran/020517.xml,at,prep,your,det:poss,teddy,n,unknown,DET,4,25,Aran,0,at_teddy,0,0,0,0,0,0,1,1
378,501,196146,196146,99223,Aran/020517.xml,has,v,he,pro:sub,eaten,part,unknown,NOUN,6,84,Aran,2,has_eaten,2,0,0,0,0,2,0,1
1138,1998,153931,153931,57008,Aran/020225.xml,up,adv,your,det:poss,back,n,unknown,DET,4,25,Aran,0,up_back,0,0,0,0,0,0,1,1
810,1309,339978,339978,54862,Nina/020328.xml,can,mod,we,pro:sub,find,v,unknown,NOUN,6,84,Nina,2,can_find,2,0,0,0,0,2,0,1
494,723,383638,383638,9085,Peter/020503.xml,ask,v,them,pro:obj,what,pro:int,unknown,NOUN,6,72,Peter,1,ask_what,1,2,0,1,0,0,0,0
2129,4543,131698,131698,34775,Aran/020121.xml,that's,pro:dem~cop,your,det:poss,what,pro:int,unknown,DET,4,25,Aran,0,that's_what,0,0,0,0,0,0,1,1
196,227,289447,289447,4331,Nina/011124.xml,are,cop,your,det:poss,cars,n,unknown,DET,4,25,Nina,0,are_cars,0,2,0,0,0,2,0,0
4012,10405,92776,92776,92776,Anne/020525.xml,pass,v,him,pro:obj,E,/e,unknown,NOUN,6,72,Anne,1,pass_E,1,0,0,0,0,1,0,1
5145,14789,352344,352344,67228,Nina/020426.xml,is,cop,she,pro:sub,pushing,part,unknown,NOUN,6,84,Nina,2,is_pushing,2,0,0,0,0,2,0,1
7293,24561,9944,9944,9944,Anne/011104.xml,that,comp,my,det:poss,pillow,n,unknown,DET,4,25,Anne,0,that_pillow,0,0,0,0,0,0,1,1
5769,17368,346785,346785,61669,Nina/020412.xml,up,prep,your,det:poss,chin,n,unknown,DET,4,25,Nina,0,up_chin,0,0,0,0,0,0,1,1
2995,7076,356265,356265,71149,Nina/020524.xml,is,cop,your,det:poss,shovel,n,unknown,DET,4,25,Nina,0,is_shovel,0,0,0,-1,0,0,1,1
1209,2160,80614,80614,80614,Anne/020414.xml,with,prep,her,det:poss,foot,n,unknown,DET,4,25,Anne,0,with_foot,0,0,0,0,0,0,1,1
108,120,62153,62153,62153,Anne/020320.xml,shaking,part,his,det:poss,head,n,unknown,DET,4,25,Anne,0,shaking_head,0,0,0,0,0,0,1,1
6886,22566,198687,198687,101764,Aran/020524.xml,can't,mod~neg,he,pro:sub,now,adv,unknown,NOUN,6,84,Aran,2,can't_now,2,0,0,0,0,2,0,1
1790,3630,237467,237467,29740,Eve/020100a.xml,take,v,them,pro:obj,up,adv,unknown,NOUN,6,72,Eve,1,take_up,1,0,0,0,0,1,0,1
865,1425,292424,292424,7308,Nina/011129.xml,holding,part,your,det:poss,mirror,n,unknown,DET,4,25,Nina,0,holding_mirror,0,2,0,0,0,0,0,1
4261,11402,231992,231992,24265,Eve/011100b.xml,an,coord,me,pro:obj,too,adv,unknown,NOUN,6,72,Eve,1,an_too,1,0,0,0,0,1,0,1
5965,18254,211144,211144,3417,Eve/010600b.xml,put,v,your,det:poss,leotards,n,unknown,DET,4,25,Eve,0,put_leotards,0,0,0,0,0,1,1,0
5510,16282,147619,147619,50696,Aran/020218.xml,that,comp,your,det:poss,tow,n,unknown,DET,4,25,Aran,0,that_tow,0,0,0,0,0,0,1,1
930,1560,300049,300049,14933,Nina/020017.xml,throw,v,your,det:poss,toys,n,unknown,DET,4,25,Nina,0,throw_toys,0,0,0,0,0,0,1,1
3057,7259,22543,22543,22543,Anne/011120.xml,down,v,my,det:poss,legs,n,unknown,DET,4,25,Anne,0,down_legs,0,0,0,-1,0,0,1,1
3773,9556,4428,4428,4428,Anne/011021.xml,books,n,I,pro:sub,buy,v,unknown,NOUN,6,84,Anne,2,books_buy,2,0,0,1,0,2,0,1
4458,12161,265326,265326,12016,Naomi/011102.xml,in,prep,my,det:poss,Georgie's,adj,unknown,DET,4,25,Naomi,0,in_Georgie's,0,0,0,-1,0,0,1,1
5903,17970,60163,60163,60163,Anne/020301.xml,are,cop,they,pro:sub,not,neg,unknown,NOUN,6,84,Anne,2,are_not,2,0,0,0,0,2,0,1
6223,19427,228704,228704,20977,Eve/011000b.xml,S,/s,she,pro:sub,almost,adv,unknown,NOUN,6,84,Eve,2,S_almost,2,0,0,0,0,2,0,1
1979,4106,7944,7944,7944,Anne/011104.xml,brush,v,my,det:poss,nose,n,unknown,DET,4,25,Anne,0,brush_nose,0,0,0,0,0,0,1,1
1736,3495,150569,150569,53646,Aran/020225.xml,when,conj,we,pro:sub,find,v,unknown,NOUN,6,84,Aran,2,when_find,2,0,0,0,0,2,0,1
6874,22517,137660,137660,40737,Aran/020211.xml,do,v,your,det:poss,coloring,part,unknown,DET,4,25,Aran,0,do_coloring,0,0,0,0,0,0,1,1
4626,12826,241214,241214,33487,Eve/020100b.xml,nosy,co,I,pro:sub,don't,mod~neg,unknown,NOUN,6,84,Eve,2,nosy_don't,2,0,0,0,0,2,0,1
