,Unnamed: 0,file,a,a_tag,X,X_tag,b,b_tag,grammar cateogry,encode_cat,encode_pos,name,encoded_case,aXb,pred_y_aX_Xb,pred_y_aXb,fold,aXb_correct,aX_Xb_correct
17600,23118,Aran/020002.xml,S,/s,your,det:poss,boat's,n~cop,DET,4,25,Aran,0,S_boat's,0,2,0,0,1
20038,20661,Aran/020121.xml,isn't,cop~neg,he,pro:sub,E,/e,NOUN,6,84,Aran,2,isn't_E,2,2,0,1,1
11424,22236,Nina/020526.xml,S,/s,I,pro:sub,see,v,NOUN,6,84,Nina,2,S_see,2,2,0,1,1
9990,8310,Anne/020400.xml,S,/s,we,pro:sub,need,v,NOUN,6,84,Anne,2,S_need,2,2,0,1,1
17998,18457,Eve/020200b.xml,bite,v,your,det:poss,finger,n,DET,4,25,Eve,0,bite_finger,0,0,0,1,1
20551,3001,Anne/020320.xml,so,co,he,pro:sub,can't,mod~neg,NOUN,6,84,Anne,2,so_can't,2,2,0,1,1
4282,23192,Eve/010900a.xml,S,/s,she,pro:sub,forget,v,NOUN,6,84,Eve,2,S_forget,2,0,0,0,1
2243,6015,Aran/020413.xml,what's,pro:int~cop,she,pro:sub,taking,part,NOUN,6,84,Aran,2,what's_taking,2,0,0,0,1
19910,14311,Anne/020412.xml,why,pro:int,I,pro:sub,suggested,v,NOUN,6,84,Anne,2,why_suggested,0,0,0,0,0
21375,6782,Anne/020400.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Anne,1,want_to,1,1,0,1,1
12814,14759,Anne/020015.xml,shall,mod,we,pro:sub,draw,v,NOUN,6,84,Anne,2,shall_draw,2,2,0,1,1
14407,24533,Nina/020228.xml,is,cop,he,pro:sub,doing,part,NOUN,6,84,Nina,2,is_doing,2,2,0,1,1
9877,21445,Anne/020502.xml,S,/s,his,det:poss,head's,n~cop,DET,4,25,Anne,0,S_head's,0,0,0,1,1
22531,319,Anne/020108.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Anne,2,S_think,2,2,0,1,1
22712,66,Aran/020517.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Aran,2,S_think,2,2,0,1,1
3967,2041,Naomi/010806.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Naomi,2,S_think,2,2,0,1,1
19330,8053,Anne/020120.xml,and,coord,me,pro:obj,E,/e,NOUN,6,72,Anne,1,and_E,2,2,0,0,0
11746,23076,Anne/020017.xml,well,co,we,pro:sub,might,mod,NOUN,6,84,Anne,2,well_might,2,2,0,1,1
10939,7482,Aran/020128.xml,hold,v,her,det:poss,hand,n,DET,4,25,Aran,0,hold_hand,0,0,0,1,1
17554,9754,Anne/020210.xml,doesn't,mod~neg,he,pro:sub,E,/e,NOUN,6,84,Anne,2,doesn't_E,2,2,0,1,1
22611,18352,Eve/010900c.xml,that's,pro:dem~cop,my,det:poss,pencil,n,DET,4,25,Eve,0,that's_pencil,0,0,0,1,1
21145,20025,Aran/020427.xml,S,/s,they,pro:sub,don't,mod~neg,NOUN,6,84,Aran,2,S_don't,2,2,0,1,1
23977,11172,Nina/020426.xml,messing,part,my,det:poss,hair,n,DET,4,25,Nina,0,messing_hair,0,2,0,0,1
8571,3157,Aran/020009.xml,give,v,him,pro:obj,a,det:art,NOUN,6,72,Aran,1,give_a,1,1,0,1,1
13723,9354,Anne/020400.xml,don't,mod~neg,they,pro:sub,E,/e,NOUN,6,84,Anne,2,don't_E,2,2,0,1,1
3912,4974,Anne/020328.xml,made,part,her,det:poss,damp,adj,DET,4,25,Anne,0,made_damp,0,2,0,0,1
11083,3690,Anne/020525.xml,having,part,his,det:poss,tea,n,DET,4,25,Anne,0,having_tea,0,2,0,0,1
4815,1841,Anne/020301.xml,there,adv,we,pro:sub,are,cop,NOUN,6,84,Anne,2,there_are,2,2,0,1,1
19086,292,Anne/011118.xml,S,/s,we,pro:sub,are,cop,NOUN,6,84,Anne,2,S_are,2,2,0,1,1
21213,19794,Aran/020503.xml,if,conj,she,pro:sub,can,mod,NOUN,6,84,Aran,2,if_can,2,2,0,1,1
12400,6799,Aran/020225.xml,shall,mod,we,pro:sub,play,v,NOUN,6,84,Aran,2,shall_play,2,2,0,1,1
6435,23455,Anne/011007.xml,S,/s,I,pro:sub,like,v,NOUN,6,84,Anne,2,S_like,2,2,0,1,1
898,23564,Anne/020210.xml,shall,mod,we,pro:sub,put,v,NOUN,6,84,Anne,2,shall_put,2,2,0,1,1
19483,15248,Nina/020426.xml,are,cop,they,pro:sub,E,/e,NOUN,6,84,Nina,2,are_E,2,2,0,1,1
16669,20477,Nina/020406.xml,from,prep,my,det:poss,little,adj,DET,4,25,Nina,0,from_little,0,2,0,0,1
12430,8305,Anne/011021.xml,put,part,her,det:poss,trousers,n,DET,4,25,Anne,0,put_trousers,0,0,0,1,1
15675,24308,Anne/020015.xml,are,cop,we,pro:sub,there,adv,NOUN,6,84,Anne,2,are_there,2,2,0,1,1
23035,23893,Nina/020406.xml,were,cop,they,pro:sub,good,adj,NOUN,6,84,Nina,2,were_good,2,2,0,1,1
3308,7241,Aran/020121.xml,give,v,her,pro:obj,a,det:art,NOUN,6,72,Aran,1,give_a,1,1,0,1,1
23136,8455,Nina/020003.xml,count,v,them,pro:obj,one,pro:indef,NOUN,6,72,Nina,1,count_one,1,0,0,0,1
3239,2011,Anne/020400.xml,is,cop,he,pro:sub,E,/e,NOUN,6,84,Anne,2,is_E,2,2,0,1,1
21838,2215,Anne/020120.xml,sit,v,her,det:poss,in,adv,DET,4,25,Anne,0,sit_in,1,2,0,0,0
11300,6690,Anne/011007.xml,S,/s,I,pro:sub,know,v,NOUN,6,84,Anne,2,S_know,2,2,0,1,1
1124,9857,Anne/020120.xml,shall,mod,we,pro:sub,find,v,NOUN,6,84,Anne,2,shall_find,2,2,0,1,1
23133,7831,Aran/020218.xml,if,conj,we,pro:sub,move,v,NOUN,6,84,Aran,2,if_move,2,2,0,1,1
19061,21778,Aran/020121.xml,do,mod,they,pro:sub,E,/e,NOUN,6,84,Aran,2,do_E,2,2,0,1,1
2710,10075,Aran/011112.xml,S,/s,your,det:poss,Daddy's,adj,DET,4,25,Aran,0,S_Daddy's,0,0,0,1,1
2255,12318,Anne/011118.xml,there,adv,he,pro:sub,is,cop,NOUN,6,84,Anne,2,there_is,2,2,0,1,1
16220,23104,Anne/020029.xml,for,prep,your,det:poss,tea,n,DET,4,25,Anne,0,for_tea,0,0,0,1,1
7512,24480,Eve/020300b.xml,turn,v,her,det:poss,so,adv,DET,4,25,Eve,0,turn_so,0,0,0,1,1
9504,10618,Nina/020115.xml,is,cop,he,pro:sub,doing,part,NOUN,6,84,Nina,2,is_doing,2,2,0,1,1
6972,9079,Nina/011129.xml,did,mod,we,pro:sub,get,v,NOUN,6,84,Nina,2,did_get,2,2,0,1,1
5697,6056,Aran/011112.xml,are,cop,we,pro:sub,E,/e,NOUN,6,84,Aran,2,are_E,2,2,0,1,1
7701,3873,Nina/020406.xml,is,cop,he,pro:sub,wearing,part,NOUN,6,84,Nina,2,is_wearing,2,2,0,1,1
21717,16140,Aran/020225.xml,aren't,aux~neg,they,pro:sub,E,/e,NOUN,6,84,Aran,2,aren't_E,2,2,0,1,1
1917,14043,Anne/020122.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Anne,2,S_think,2,2,0,1,1
2901,8205,Aran/020420.xml,so,co,we,pro:sub,can,mod,NOUN,6,84,Aran,2,so_can,2,2,0,1,1
7486,22740,Naomi/011116.xml,are,cop,your,det:poss,feet,n,DET,4,25,Naomi,0,are_feet,0,0,0,1,1
9029,20744,Anne/020017.xml,wear,v,them,pro:obj,like,prep,NOUN,6,72,Anne,1,wear_like,1,0,0,0,1
7280,5852,Eve/010600b.xml,drink,v,your,det:poss,eggnog,n,DET,4,25,Eve,0,drink_eggnog,0,0,0,1,1
9773,5618,Aran/020427.xml,shall,mod,we,pro:sub,build,v,NOUN,6,84,Aran,2,shall_build,2,2,0,1,1
23734,5401,Aran/020524.xml,did,mod,we,pro:sub,go,v,NOUN,6,84,Aran,2,did_go,2,2,0,1,1
14248,7862,Naomi/011010a.xml,S,/s,I,pro:sub,want,v,NOUN,6,84,Naomi,2,S_want,2,2,0,1,1
2365,15479,Nina/020212.xml,shall,mod,we,pro:sub,do,v,NOUN,6,84,Nina,2,shall_do,2,2,0,1,1
9955,17024,Anne/020328.xml,hadn't,aux~neg,she,pro:sub,E,/e,NOUN,6,84,Anne,2,hadn't_E,2,2,0,1,1
5380,5485,Anne/020301.xml,is,cop,he,pro:sub,E,/e,NOUN,6,84,Anne,2,is_E,2,2,0,1,1
8972,22238,Aran/020218.xml,think,v,he,pro:sub,needs,v,NOUN,6,84,Aran,2,think_needs,2,2,0,1,1
13098,9697,Nina/020528.xml,S,/s,I,pro:sub,wonder,v,NOUN,6,84,Nina,2,S_wonder,2,2,0,1,1
24552,2524,Anne/011021.xml,there,adv,we,pro:sub,are,cop,NOUN,6,84,Anne,2,there_are,2,2,0,1,1
13187,2108,Nina/020314.xml,S,/s,I,pro:sub,like,v,NOUN,6,84,Nina,2,S_like,2,2,0,1,1
17925,18764,Aran/020302.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Aran,2,S_think,2,2,0,1,1
22379,7084,Anne/020328.xml,there,adv,we,pro:sub,go,v,NOUN,6,84,Anne,2,there_go,2,2,0,1,1
212,22735,Nina/020525.xml,are,cop,they,pro:sub,running,part,NOUN,6,84,Nina,2,are_running,2,2,0,1,1
16988,2394,Eve/020200a.xml,S,/s,they,pro:sub,don't,mod~neg,NOUN,6,84,Eve,2,S_don't,2,2,0,1,1
11711,24634,Nina/011129.xml,aren't,aux~neg,they,pro:sub,E,/e,NOUN,6,84,Nina,2,aren't_E,2,2,0,1,1
1308,7080,Nina/020426.xml,didn't,mod~neg,I,pro:sub,E,/e,NOUN,6,84,Nina,2,didn't_E,2,2,0,1,1
23884,15344,Eve/011100a.xml,S,/s,I,pro:sub,know,v,NOUN,6,84,Eve,2,S_know,2,2,0,1,1
3498,724,Nina/020305.xml,is,cop,he,pro:sub,laughing,part,NOUN,6,84,Nina,2,is_laughing,2,2,0,1,1
3391,9675,Nina/020527.xml,shall,mod,we,pro:sub,finish,v,NOUN,6,84,Nina,2,shall_finish,2,2,0,1,1
21831,9503,Aran/020524.xml,S,/s,I,pro:sub,know,v,NOUN,6,84,Aran,2,S_know,2,2,0,1,1
84,22337,Nina/020305.xml,read,v,me,pro:obj,the,det:art,NOUN,6,72,Nina,1,read_the,1,1,0,1,1
10540,11703,Anne/020525.xml,is,cop,he,pro:sub,E,/e,NOUN,6,84,Anne,2,is_E,2,2,0,1,1
4889,13567,Anne/020301.xml,where's,pro:int~cop,he,pro:sub,going,part,NOUN,6,84,Anne,2,where's_going,2,2,0,1,1
7061,23265,Nina/020426.xml,hanging,part,them,pro:obj,yourself,pro:refl,NOUN,6,72,Nina,1,hanging_yourself,0,0,0,0,0
18745,4593,Aran/020302.xml,here,adv,he,pro:sub,is,cop,NOUN,6,84,Aran,2,here_is,2,2,0,1,1
446,20844,Naomi/011103.xml,S,/s,they,pro:sub,are,aux,NOUN,6,84,Naomi,2,S_are,2,2,0,1,1
18166,12580,Aran/020503.xml,washing,part,your,det:poss,hands,n,DET,4,25,Aran,0,washing_hands,0,0,0,1,1
4030,11378,Nina/020406.xml,is,cop,he,pro:sub,going,part,NOUN,6,84,Nina,2,is_going,2,2,0,1,1
757,14672,Peter/020010.xml,with,prep,their,det:poss,coats,n,DET,4,25,Peter,0,with_coats,0,0,0,1,1
8190,22250,Nina/020212.xml,would,mod,they,pro:sub,like,v,NOUN,6,84,Nina,2,would_like,2,2,0,1,1
22610,649,Anne/020400.xml,see,v,his,det:poss,boots,n,DET,4,25,Anne,0,see_boots,0,0,0,1,1
18035,22498,Anne/020400.xml,getting,part,your,det:poss,coat,n,DET,4,25,Anne,0,getting_coat,0,2,0,0,1
12675,16349,Anne/011021.xml,shall,mod,we,pro:sub,find,v,NOUN,6,84,Anne,2,shall_find,2,2,0,1,1
9618,21432,Anne/011021.xml,S,/s,I,pro:sub,wonder,v,NOUN,6,84,Anne,2,S_wonder,2,2,0,1,1
13607,22922,Nina/020115.xml,knock,co,I,pro:sub,would,mod,NOUN,6,84,Nina,2,knock_would,2,2,0,1,1
3817,8962,Nina/011129.xml,that,comp,your,det:poss,tiger,n,DET,4,25,Nina,0,that_tiger,0,0,0,1,1
4068,3901,Eve/020100b.xml,S,/s,we,pro:sub,already,adv,NOUN,6,84,Eve,2,S_already,2,2,0,1,1
18103,7291,Aran/020517.xml,would,mod,I,pro:sub,like,v,NOUN,6,84,Aran,2,would_like,2,2,0,1,1
3379,21980,Naomi/020125.xml,into,prep,her,det:poss,cup,n,DET,4,25,Naomi,0,into_cup,0,0,0,1,1
12429,24275,Anne/020108.xml,what's,pro:int~cop,she,pro:sub,going,part,NOUN,6,84,Anne,2,what's_going,2,2,0,1,1
10825,15622,Aran/020315.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Aran,2,S_think,2,2,0,1,1
22627,13534,Nina/020426.xml,to,prep,your,det:poss,knee,n,DET,4,25,Nina,0,to_knee,0,2,0,0,1
6772,20518,Anne/020017.xml,should,mod,he,pro:sub,be,cop,NOUN,6,84,Anne,2,should_be,2,0,0,0,1
4846,11117,Nina/020525.xml,behind,prep,him,pro:obj,E,/e,NOUN,6,72,Nina,1,behind_E,2,0,0,0,0
13597,5958,Peter/011011.xml,help,v,them,pro:obj,put,v,NOUN,6,72,Peter,1,help_put,1,1,0,1,1
24686,18380,Aran/020420.xml,do,mod,we,pro:sub,E,/e,NOUN,6,84,Aran,2,do_E,2,2,0,1,1
17474,12558,Anne/020108.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Anne,2,S_think,2,2,0,1,1
13368,20739,Nina/020526.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Nina,2,S_don't,2,2,0,1,1
16830,12575,Naomi/020430.xml,let,v,me,pro:obj,fix,v,NOUN,6,72,Naomi,1,let_fix,1,1,0,1,1
14629,20287,Anne/011007.xml,give,v,him,pro:obj,one,pro:indef,NOUN,6,72,Anne,1,give_one,1,1,0,1,1
11395,23405,Anne/020414.xml,S,/s,I,pro:sub,thought,v,NOUN,6,84,Anne,2,S_thought,2,2,0,1,1
20063,11225,Aran/020420.xml,if,conj,we,pro:sub,can,mod,NOUN,6,84,Aran,2,if_can,2,2,0,1,1
3044,13200,Aran/020211.xml,help,v,her,pro:obj,to,prep,NOUN,6,72,Aran,1,help_to,1,1,0,1,1
1761,6721,Nina/020206.xml,up,adv,your,det:poss,dolly,n,DET,4,25,Nina,0,up_dolly,0,2,0,0,1
1484,14253,Aran/020517.xml,in,prep,your,det:poss,mouth,n,DET,4,25,Aran,0,in_mouth,0,0,0,1,1
21056,13944,Eve/020100a.xml,eat,v,your,det:poss,lunch,n,DET,4,25,Eve,0,eat_lunch,0,0,0,1,1
17152,11920,Anne/020029.xml,did,mod,we,pro:sub,do,v,NOUN,6,84,Anne,2,did_do,2,2,0,1,1
14741,23762,Anne/020017.xml,does,v,she,pro:sub,E,/e,NOUN,6,84,Anne,2,does_E,2,2,0,1,1
4246,12587,Nina/020122.xml,is,cop,his,det:poss,mustache,n,DET,4,25,Nina,0,is_mustache,2,0,0,1,0
18202,769,Aran/020009.xml,isn't,cop~neg,he,pro:sub,E,/e,NOUN,6,84,Aran,2,isn't_E,2,2,0,1,1
10258,7382,Nina/020526.xml,did,mod,we,pro:sub,have,v,NOUN,6,84,Nina,2,did_have,2,2,0,1,1
2155,24141,Nina/020206.xml,S,/s,he,pro:sub,does,v,NOUN,6,84,Nina,2,S_does,2,2,0,1,1
1802,7689,Aran/020315.xml,doesn't,mod~neg,she,pro:sub,E,/e,NOUN,6,84,Aran,2,doesn't_E,2,2,0,1,1
19516,18151,Anne/011118.xml,S,/s,I,pro:sub,can,mod,NOUN,6,84,Anne,2,S_can,2,2,0,1,1
8863,15443,Nina/020122.xml,can,mod,I,pro:sub,pat,v,NOUN,6,84,Nina,2,can_pat,2,2,0,1,1
8624,14859,Aran/020225.xml,can,mod,we,pro:sub,put,v,NOUN,6,84,Aran,2,can_put,2,2,0,1,1
6276,20028,Anne/011120.xml,bring,v,me,pro:obj,some,qn,NOUN,6,72,Anne,1,bring_some,1,1,0,1,1
19660,17202,Anne/020108.xml,there,adv,she,pro:sub,is,cop,NOUN,6,84,Anne,2,there_is,2,2,0,1,1
18227,20677,Nina/011116.xml,shall,mod,we,pro:sub,dress,v,NOUN,6,84,Nina,2,shall_dress,2,2,0,1,1
7039,11963,Aran/011126.xml,should,mod,we,pro:sub,E,/e,NOUN,6,84,Aran,2,should_E,2,2,0,1,1
511,23019,Nina/011129.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Nina,2,S_don't,2,2,0,1,1
6832,14812,Anne/020120.xml,shall,mod,I,pro:sub,kneel,v,NOUN,6,84,Anne,2,shall_kneel,2,0,0,0,1
6023,22681,Anne/020108.xml,tell,v,me,pro:obj,then,adv:tem,NOUN,6,72,Anne,1,tell_then,1,1,0,1,1
17564,15508,Nina/020206.xml,S,/s,I,pro:sub,see,v,NOUN,6,84,Nina,2,S_see,2,2,0,1,1
13670,2945,Peter/020324.xml,am,aux,I,pro:sub,in,prep,NOUN,6,84,Peter,2,am_in,2,2,0,1,1
16602,13181,Anne/020502.xml,shall,mod,we,pro:sub,do,v,NOUN,6,84,Anne,2,shall_do,2,2,0,1,1
5000,14758,Nina/020328.xml,sticking,part,his,det:poss,finger,n,DET,4,25,Nina,0,sticking_finger,0,0,0,1,1
24046,22244,Eve/020200a.xml,see,v,her,pro:obj,E,/e,NOUN,6,72,Eve,1,see_E,1,1,0,1,1
5777,7474,Nina/020524.xml,what,pro:int,they,pro:sub,were,aux,NOUN,6,84,Nina,2,what_were,2,2,0,1,1
11525,18613,Anne/011104.xml,think,v,she,pro:sub,will,mod,NOUN,6,84,Anne,2,think_will,2,2,0,1,1
19319,18597,Nina/020406.xml,know,v,I,pro:sub,can't,mod~neg,NOUN,6,84,Nina,2,know_can't,2,2,0,1,1
5445,20086,Nina/020305.xml,is,cop,she,pro:sub,is,cop,NOUN,6,84,Nina,2,is_is,2,2,0,1,1
20201,13758,Aran/020610.xml,S,/s,we,pro:sub,want,v,NOUN,6,84,Aran,2,S_want,2,2,0,1,1
23699,1679,Eve/020100b.xml,hear,v,her,pro:obj,E,/e,NOUN,6,72,Eve,1,hear_E,1,1,0,1,1
23211,1288,Anne/020525.xml,S,/s,my,det:poss,sticker,v,DET,4,25,Anne,0,S_sticker,0,0,0,1,1
19389,16260,Peter/020303.xml,of,prep,their,det:poss,toys,n,DET,4,25,Peter,0,of_toys,0,0,0,1,1
8619,23922,Aran/020009.xml,S,/s,he,pro:sub,is,cop,NOUN,6,84,Aran,2,S_is,2,2,0,1,1
21961,15972,Peter/020616.xml,S,/s,I,pro:sub,told,v,NOUN,6,84,Peter,2,S_told,2,2,0,1,1
20049,14786,Nina/020528.xml,oh,co,I,pro:sub,think,v,NOUN,6,84,Nina,2,oh_think,2,2,0,1,1
12617,24497,Nina/020106.xml,there,adv,we,pro:sub,go,v,NOUN,6,84,Nina,2,there_go,2,2,0,1,1
9218,17325,Aran/020503.xml,with,prep,them,pro:obj,if,conj,NOUN,6,72,Aran,1,with_if,1,2,0,0,1
16023,16999,Anne/011118.xml,have,v,her,det:poss,hair,n,DET,4,25,Anne,0,have_hair,0,0,0,1,1
90,12214,Anne/020400.xml,what's,pro:int~cop,he,pro:sub,doing,part,NOUN,6,84,Anne,2,what's_doing,2,2,0,1,1
12546,14673,Aran/020100.xml,in,prep,your,det:poss,shopping,n:gerund,DET,4,25,Aran,0,in_shopping,0,0,0,1,1
4520,15469,Anne/020029.xml,S,/s,I,pro:sub,think,v,NOUN,6,84,Anne,2,S_think,2,2,0,1,1
9170,8810,Eve/011100b.xml,eat,v,your,det:poss,lunch,n,DET,4,25,Eve,0,eat_lunch,0,0,0,1,1
14807,13507,Nina/020017.xml,with,prep,your,det:poss,finger,n,DET,4,25,Nina,0,with_finger,0,0,0,1,1
23585,7378,Anne/020015.xml,does,mod,she,pro:sub,want,v,NOUN,6,84,Anne,2,does_want,2,2,0,1,1
1753,11633,Nina/020314.xml,doesn't,mod~neg,he,pro:sub,E,/e,NOUN,6,84,Nina,2,doesn't_E,2,2,0,1,1
16507,20834,Nina/020526.xml,are,cop,your,det:poss,doggies,n,DET,4,25,Nina,0,are_doggies,2,0,0,1,0
14276,24003,Nina/020526.xml,are,cop,they,pro:sub,going,part,NOUN,6,84,Nina,2,are_going,2,2,0,1,1
1006,3932,Anne/020328.xml,have,v,them,pro:obj,E,/e,NOUN,6,72,Anne,1,have_E,2,2,0,0,0
9681,8408,Nina/020003.xml,is,cop,he,pro:sub,E,/e,NOUN,6,84,Nina,2,is_E,2,2,0,1,1
3156,10462,Anne/020015.xml,think,v,we,pro:sub,better,adv,NOUN,6,84,Anne,2,think_better,2,2,0,1,1
16125,23887,Nina/020129.xml,if,conj,I,pro:sub,can,mod,NOUN,6,84,Nina,2,if_can,2,2,0,1,1
23057,14133,Anne/020122.xml,will,mod,they,pro:sub,E,/e,NOUN,6,84,Anne,2,will_E,2,2,0,1,1
18712,5877,Aran/020517.xml,are,cop,we,pro:sub,E,/e,NOUN,6,84,Aran,2,are_E,2,2,0,1,1
19181,13004,Aran/020218.xml,can,mod,I,pro:sub,have,v,NOUN,6,84,Aran,2,can_have,2,2,0,1,1
1064,11333,Nina/020228.xml,were,cop,they,pro:sub,walking,part,NOUN,6,84,Nina,2,were_walking,2,2,0,1,1
4845,13680,Naomi/011106.xml,drink,v,your,det:poss,juice,n,DET,4,25,Naomi,0,drink_juice,0,0,0,1,1
19658,16580,Anne/011007.xml,cover,v,her,det:poss,up,adv,DET,4,25,Anne,0,cover_up,0,0,0,1,1
17516,12572,Aran/020002.xml,S,/s,I,pro:sub,don't,mod~neg,NOUN,6,84,Aran,2,S_don't,2,2,0,1,1
10367,3547,Anne/020108.xml,is,cop,he,pro:sub,getting,part,NOUN,6,84,Anne,2,is_getting,2,2,0,1,1
9862,19869,Aran/020610.xml,took,v,us,pro:obj,all,adv,NOUN,6,72,Aran,1,took_all,1,1,0,1,1
19291,3681,Anne/020604.xml,S,/s,he,pro:sub,says,v,NOUN,6,84,Anne,2,S_says,2,2,0,1,1
21794,22087,Aran/020420.xml,got,part,her,pro:obj,dancing,part,NOUN,6,72,Aran,1,got_dancing,0,2,0,0,0
476,3352,Nina/020228.xml,on,prep,my,det:poss,head,n,DET,4,25,Nina,0,on_head,0,0,0,1,1
18259,8513,Eve/020100a.xml,it's,pro:per~cop,your,det:poss,train,n,DET,4,25,Eve,0,it's_train,0,2,0,0,1
2704,5518,Aran/020315.xml,there,adv,we,pro:sub,are,cop,NOUN,6,84,Aran,2,there_are,2,2,0,1,1
338,7512,Eve/020300b.xml,for,prep,her,pro:obj,E,/e,NOUN,6,72,Eve,1,for_E,1,1,0,1,1
7208,11264,Nina/020305.xml,bring,v,our,det:poss,animals,n,DET,4,25,Nina,0,bring_animals,0,0,0,1,1
21612,18982,Eve/020100b.xml,S,/s,I,pro:sub,ironed,v,NOUN,6,84,Eve,2,S_ironed,0,0,0,0,0
9806,23853,Anne/020120.xml,S,/s,she,pro:sub,likes,v,NOUN,6,84,Anne,2,S_likes,2,2,0,1,1
8687,17887,Aran/020302.xml,where's,pro:int~cop,your,det:poss,little,adj,DET,4,25,Aran,0,where's_little,0,0,0,1,1
16915,7030,Peter/020010.xml,in,prep,his,det:poss,hand,n,DET,4,25,Peter,0,in_hand,0,0,0,1,1
19429,8461,Anne/020504.xml,there,adv,we,pro:sub,go,v,NOUN,6,84,Anne,2,there_go,2,2,0,1,1
4682,20634,Aran/020002.xml,have,v,we,pro:sub,E,/e,NOUN,6,84,Aran,2,have_E,2,2,0,1,1
12966,23949,Anne/020108.xml,to,prep,him,pro:obj,E,/e,NOUN,6,72,Anne,1,to_E,1,1,0,1,1
9182,9693,Nina/020305.xml,S,/s,he,pro:sub,looked,v,NOUN,6,84,Nina,2,S_looked,2,2,0,1,1
13423,14747,Naomi/011010a.xml,at,prep,your,det:poss,foot,n,DET,4,25,Naomi,0,at_foot,0,2,0,0,1
10073,18133,Eve/010900b.xml,S,/s,I,pro:sub,can,mod,NOUN,6,84,Eve,2,S_can,2,2,0,1,1
9745,4748,Aran/020009.xml,lift,v,him,pro:obj,out,adv,NOUN,6,72,Aran,1,lift_out,1,2,0,0,1
920,7779,Aran/020610.xml,nibble,v,her,det:poss,toe,n,DET,4,25,Aran,0,nibble_toe,0,0,0,1,1
18650,19076,Nina/020314.xml,that's,pro:dem~cop,my,det:poss,spoon,n,DET,4,25,Nina,0,that's_spoon,0,0,0,1,1
1970,1643,Eve/011100a.xml,bringing,part,them,pro:obj,when,conj,NOUN,6,72,Eve,1,bringing_when,1,0,0,0,1
19222,11726,Naomi/011130.xml,what's,pro:int~cop,your,det:poss,name,n,DET,4,25,Naomi,0,what's_name,0,0,0,1,1
21555,4060,Naomi/020321.xml,want,v,me,pro:obj,to,inf,NOUN,6,72,Naomi,1,want_to,1,1,0,1,1
5266,10703,Anne/020504.xml,when,conj,we,pro:sub,were,aux,NOUN,6,84,Anne,2,when_were,2,2,0,1,1
9189,18641,Nina/020314.xml,for,prep,me,pro:obj,E,/e,NOUN,6,72,Nina,1,for_E,1,1,0,1,1
11014,22271,Nina/011129.xml,fed,v,them,pro:obj,with,prep,NOUN,6,72,Nina,1,fed_with,1,2,0,0,1
18584,23347,Eve/010700b.xml,think,v,his,det:poss,shoe's,n~aux,DET,4,25,Eve,0,think_shoe's,0,2,0,0,1
3288,3777,Nina/020526.xml,is,cop,he,pro:sub,doing,part,NOUN,6,84,Nina,2,is_doing,2,2,0,1,1
12907,17707,Nina/020526.xml,where's,pro:int~cop,he,pro:sub,walking,part,NOUN,6,84,Nina,2,where's_walking,2,0,0,0,1
23705,18461,Aran/020128.xml,are,cop,they,pro:sub,E,/e,NOUN,6,84,Aran,2,are_E,2,2,0,1,1
6603,19990,Aran/020302.xml,what's,pro:int~cop,he,pro:sub,jumping,part,NOUN,6,84,Aran,2,what's_jumping,2,0,0,0,1
7948,9142,Anne/020400.xml,shall,mod,we,pro:sub,go,v,NOUN,6,84,Anne,2,shall_go,2,2,0,1,1
12873,13631,Anne/020502.xml,doesn't,mod~neg,she,pro:sub,look,v,NOUN,6,84,Anne,2,doesn't_look,2,2,0,1,1
11394,21371,Anne/020301.xml,S,/s,they,pro:sub,make,v,NOUN,6,84,Anne,2,S_make,2,2,0,1,1
5426,12488,Anne/020210.xml,feet,n,I,pro:sub,think,v,NOUN,6,84,Anne,2,feet_think,2,0,0,0,1
24183,14067,Peter/020324.xml,honey,n,she,pro:sub,doesn't,mod~neg,NOUN,6,84,Peter,2,honey_doesn't,2,2,0,1,1
22111,17452,Aran/020002.xml,shall,mod,we,pro:sub,have,v,NOUN,6,84,Aran,2,shall_have,2,2,0,1,1
17376,21539,Anne/020400.xml,who've,pro:rel~aux,we,pro:sub,got,v,NOUN,6,84,Anne,2,who've_got,2,2,0,1,1
6590,15329,Aran/020211.xml,with,prep,his,det:poss,digger,n,DET,4,25,Aran,0,with_digger,0,0,0,1,1
4838,13664,Anne/020015.xml,shall,mod,I,pro:sub,write,v,NOUN,6,84,Anne,2,shall_write,2,2,0,1,1
23877,17915,Aran/020610.xml,willn't,mod~neg,we,pro:sub,E,/e,NOUN,6,84,Aran,2,willn't_E,2,2,0,1,1
5637,13175,Aran/020413.xml,didn't,mod~neg,we,pro:sub,E,/e,NOUN,6,84,Aran,2,didn't_E,2,2,0,1,1
